Isolation Forest (PCA),Isolation Forest (Stats),Mahalanobis Distance,Combined (≥2 methods),row_index
False,False,False,False,ACH-000905
False,False,False,False,ACH-001494
False,False,False,False,ACH-000387
False,False,False,False,ACH-002510
False,False,False,False,ACH-001303
False,False,False,False,ACH-000026
False,False,False,False,ACH-000838
False,False,False,False,ACH-001172
False,False,False,False,ACH-000822
False,False,False,False,ACH-000531
False,False,False,False,ACH-000349
False,False,False,False,ACH-000527
False,False,False,False,ACH-000279
False,False,False,False,ACH-000516
False,True,False,False,ACH-001662
False,False,False,False,ACH-000812
False,False,False,False,ACH-003157
False,False,False,False,ACH-003464
False,False,False,False,ACH-001300
False,False,False,False,ACH-000524
False,False,False,False,ACH-000611
False,False,False,False,ACH-002419
False,False,False,False,ACH-000411
False,False,False,False,ACH-000718
False,False,False,False,ACH-000903
False,False,False,False,ACH-002021
False,False,False,False,ACH-000433
False,False,False,False,ACH-000499
False,False,False,False,ACH-000278
False,False,False,False,ACH-000202
False,False,False,False,ACH-001736
False,False,False,False,ACH-001379
False,False,False,False,ACH-002070
False,False,False,False,ACH-002794
False,False,False,False,ACH-000128
False,False,False,False,ACH-002528
False,False,False,False,ACH-000696
False,False,False,False,ACH-000041
False,False,False,False,ACH-000214
False,False,False,False,ACH-000747
False,False,False,False,ACH-001307
False,True,False,False,ACH-000341
False,False,False,False,ACH-001740
False,False,False,False,ACH-000417
False,False,False,False,ACH-001393
False,False,False,False,ACH-000120
False,False,False,False,ACH-001694
False,False,False,False,ACH-001542
False,False,False,False,ACH-002509
False,False,False,False,ACH-000438
False,False,False,False,ACH-001366
False,False,False,False,ACH-000653
False,False,False,False,ACH-000839
False,False,False,False,ACH-000673
False,False,False,False,ACH-001524
False,False,False,False,ACH-000069
False,False,False,False,ACH-002996
False,False,False,False,ACH-003142
False,False,False,False,ACH-000323
False,False,False,False,ACH-000021
False,False,False,False,ACH-001863
False,False,False,False,ACH-001996
True,False,False,False,ACH-000980
False,False,False,False,ACH-000106
False,False,False,False,ACH-003156
False,False,False,False,ACH-000734
False,False,False,False,ACH-000845
False,False,False,False,ACH-001982
False,False,False,False,ACH-000730
False,False,False,False,ACH-001334
True,False,False,False,ACH-000698
False,False,False,False,ACH-000802
False,False,False,False,ACH-001836
False,False,False,False,ACH-000573
False,False,False,False,ACH-001699
False,False,False,False,ACH-000963
False,False,False,False,ACH-001567
False,False,False,False,ACH-001653
False,False,False,False,ACH-000852
False,False,False,False,ACH-001862
False,False,False,False,ACH-001976
False,False,False,False,ACH-002665
False,False,False,False,ACH-003153
False,False,False,False,ACH-000661
False,False,False,False,ACH-001500
True,False,False,False,ACH-001190
False,False,False,False,ACH-002467
False,False,False,False,ACH-000364
False,False,False,False,ACH-000448
False,True,False,False,ACH-000979
False,False,False,False,ACH-000932
False,False,False,False,ACH-000783
False,False,False,False,ACH-002044
False,False,False,False,ACH-000301
False,False,False,False,ACH-002459
False,False,False,False,ACH-000976
False,False,False,False,ACH-001516
False,False,False,False,ACH-001354
False,False,False,False,ACH-001645
False,False,False,False,ACH-003135
False,False,False,False,ACH-000867
False,False,False,False,ACH-000304
False,False,False,False,ACH-002069
False,False,False,False,ACH-000931
False,False,False,False,ACH-001374
False,False,False,False,ACH-000302
False,False,False,False,ACH-000305
False,False,False,False,ACH-000072
False,False,False,False,ACH-000766
False,False,False,False,ACH-000533
False,False,False,False,ACH-000343
False,False,False,False,ACH-001437
False,False,False,False,ACH-000171
False,False,False,False,ACH-003475
False,False,False,False,ACH-000173
False,False,False,False,ACH-000535
False,False,False,False,ACH-000774
False,False,False,False,ACH-000178
False,False,False,False,ACH-001306
False,False,False,False,ACH-000994
False,False,False,False,ACH-001188
False,False,False,False,ACH-000372
False,False,False,False,ACH-002886
False,False,False,False,ACH-000804
False,False,False,False,ACH-000011
False,False,False,False,ACH-000733
False,False,False,False,ACH-001603
False,False,False,False,ACH-000829
False,False,False,False,ACH-000141
False,False,False,False,ACH-000810
False,False,False,False,ACH-001994
False,False,False,False,ACH-001145
False,False,False,False,ACH-000717
False,False,False,False,ACH-000738
False,False,False,False,ACH-001843
False,False,False,False,ACH-002664
True,False,False,False,ACH-000780
False,False,False,False,ACH-001548
False,False,False,False,ACH-000759
False,False,False,False,ACH-001555
False,False,False,False,ACH-001369
False,False,False,False,ACH-000969
False,False,False,False,ACH-000873
False,False,False,False,ACH-001275
False,False,False,False,ACH-002654
False,False,False,False,ACH-002435
False,False,False,False,ACH-001972
False,False,False,False,ACH-000921
False,True,False,False,ACH-003470
False,False,False,False,ACH-001953
False,False,False,False,ACH-002843
False,False,False,False,ACH-001373
False,False,False,False,ACH-002800
False,False,False,False,ACH-001022
False,False,False,False,ACH-000082
False,False,False,False,ACH-003105
False,False,False,False,ACH-000488
True,False,False,False,ACH-000790
False,False,False,False,ACH-000172
False,False,False,False,ACH-000647
False,False,False,False,ACH-000602
False,False,False,False,ACH-003181
False,False,False,False,ACH-002681
False,False,False,False,ACH-001465
False,False,False,False,ACH-003012
False,False,False,False,ACH-000156
False,False,False,False,ACH-002001
False,False,False,False,ACH-000315
False,False,False,False,ACH-001678
False,False,False,False,ACH-002446
False,False,False,False,ACH-000201
False,False,False,False,ACH-000435
False,False,False,False,ACH-000965
False,False,False,False,ACH-001550
False,False,False,False,ACH-002026
False,False,False,False,ACH-000883
False,False,False,False,ACH-000482
False,False,False,False,ACH-000450
False,False,False,False,ACH-002672
False,False,False,False,ACH-000835
False,False,False,False,ACH-002431
False,False,False,False,ACH-001802
False,False,False,False,ACH-000629
False,False,False,False,ACH-000715
True,True,False,True,ACH-000870
False,False,False,False,ACH-000910
False,False,False,False,ACH-000779
True,False,False,False,ACH-000140
False,False,False,False,ACH-001196
False,False,False,False,ACH-001484
False,False,False,False,ACH-000693
False,False,False,False,ACH-000811
False,False,False,False,ACH-000423
False,False,False,False,ACH-000290
True,False,False,False,ACH-001847
False,False,False,False,ACH-000492
False,False,False,False,ACH-001519
True,False,False,False,ACH-000110
False,False,False,False,ACH-001497
False,False,False,False,ACH-000102
True,False,False,False,ACH-000817
False,False,False,False,ACH-001556
False,False,False,False,ACH-000964
False,False,False,False,ACH-000378
False,False,False,False,ACH-000913
False,False,False,False,ACH-000575
False,False,False,False,ACH-000634
False,False,False,False,ACH-002291
False,False,False,False,ACH-001322
False,False,False,False,ACH-002924
False,False,False,False,ACH-000767
True,True,False,True,ACH-001642
False,False,False,False,ACH-001552
False,False,False,False,ACH-000451
False,False,False,False,ACH-000879
False,False,False,False,ACH-001842
False,False,False,False,ACH-002662
False,False,False,False,ACH-001032
False,False,False,False,ACH-000982
False,True,False,False,ACH-001636
False,False,False,False,ACH-000189
False,False,False,False,ACH-000454
False,False,False,False,ACH-000131
False,False,False,False,ACH-000660
False,False,False,False,ACH-001197
False,False,False,False,ACH-000915
True,False,False,False,ACH-000480
False,False,False,False,ACH-000745
False,False,False,False,ACH-000161
False,False,False,False,ACH-000395
False,False,False,False,ACH-001459
False,False,False,False,ACH-000916
False,False,False,False,ACH-001609
True,False,False,False,ACH-001960
False,False,False,False,ACH-002648
False,False,False,False,ACH-001856
False,False,False,False,ACH-003158
False,False,False,False,ACH-002433
False,False,False,False,ACH-000295
False,False,False,False,ACH-001485
False,False,False,False,ACH-003269
False,False,False,False,ACH-000292
False,False,False,False,ACH-000137
False,False,False,False,ACH-000308
False,False,False,False,ACH-000445
False,False,False,False,ACH-001229
False,False,False,False,ACH-000144
False,False,False,False,ACH-000837
False,False,False,False,ACH-000048
False,False,False,False,ACH-000463
False,False,False,False,ACH-000881
False,False,False,False,ACH-000388
False,False,False,False,ACH-001992
False,False,False,False,ACH-000147
False,False,False,False,ACH-000930
False,False,False,False,ACH-000899
False,False,False,False,ACH-000366
True,False,False,False,ACH-001571
False,False,False,False,ACH-001526
False,False,False,False,ACH-000064
False,False,False,False,ACH-001329
False,False,False,False,ACH-001676
True,False,False,False,ACH-000418
False,False,False,False,ACH-001280
False,False,False,False,ACH-002922
False,False,False,False,ACH-000861
False,False,False,False,ACH-000692
False,False,False,False,ACH-003137
False,False,False,False,ACH-000107
False,False,False,False,ACH-000133
False,False,False,False,ACH-000306
False,False,False,False,ACH-001530
False,False,False,False,ACH-000651
False,False,False,False,ACH-000563
False,False,False,False,ACH-000058
False,False,False,False,ACH-000345
False,False,False,False,ACH-000316
False,False,False,False,ACH-000884
False,False,False,False,ACH-000289
False,False,False,False,ACH-001451
False,False,False,False,ACH-003459
False,True,False,False,ACH-002440
False,False,False,False,ACH-000355
False,False,False,False,ACH-002926
False,False,False,False,ACH-000962
False,False,False,False,ACH-000473
True,False,False,False,ACH-000192
False,False,False,False,ACH-001624
False,False,False,False,ACH-001989
False,False,False,False,ACH-001807
False,False,False,False,ACH-002532
False,False,False,False,ACH-002466
False,False,False,False,ACH-001344
False,False,False,False,ACH-001684
False,False,False,False,ACH-000757
False,False,False,False,ACH-000054
False,False,False,False,ACH-001318
False,False,False,False,ACH-000601
False,False,False,False,ACH-000635
False,False,False,False,ACH-001857
False,False,False,False,ACH-000966
False,False,False,False,ACH-000630
False,False,False,False,ACH-000225
False,False,False,False,ACH-002047
False,False,False,False,ACH-000657
False,False,False,False,ACH-000624
False,False,False,False,ACH-000699
False,False,False,False,ACH-000923
False,False,False,False,ACH-000687
True,False,False,False,ACH-000044
False,False,False,False,ACH-000740
False,False,False,False,ACH-000447
False,False,False,False,ACH-000101
False,False,False,False,ACH-001416
False,False,False,False,ACH-000319
False,False,False,False,ACH-000198
False,False,False,False,ACH-000280
True,False,False,False,ACH-003265
False,False,False,False,ACH-000104
False,False,False,False,ACH-001835
False,False,False,False,ACH-000892
False,False,False,False,ACH-000493
False,False,False,False,ACH-000042
False,False,False,False,ACH-002045
False,False,False,False,ACH-000221
False,False,False,False,ACH-000477
True,False,False,False,ACH-000746
False,False,False,False,ACH-000356
False,False,False,False,ACH-000457
True,True,False,True,ACH-000904
False,True,False,False,ACH-002060
False,False,False,False,ACH-003159
False,False,False,False,ACH-001813
False,False,False,False,ACH-000244
True,False,False,False,ACH-000610
False,False,False,False,ACH-000081
False,False,False,False,ACH-003161
False,False,False,False,ACH-000255
False,False,False,False,ACH-001038
False,False,False,False,ACH-000352
False,False,False,False,ACH-002016
False,False,False,False,ACH-000416
False,False,False,False,ACH-000752
False,False,False,False,ACH-000862
False,False,False,False,ACH-000236
False,False,False,False,ACH-000401
False,False,False,False,ACH-000731
False,False,False,False,ACH-000875
True,False,False,False,ACH-000626
False,False,False,False,ACH-000593
False,False,False,False,ACH-000182
False,False,False,False,ACH-000442
False,False,False,False,ACH-000159
False,False,False,False,ACH-000907
False,False,False,False,ACH-000191
False,False,False,False,ACH-000205
False,False,False,False,ACH-000103
True,False,False,False,ACH-000739
False,False,False,False,ACH-001558
False,False,False,False,ACH-000206
False,False,False,False,ACH-000841
False,False,False,False,ACH-000615
False,False,False,False,ACH-001613
False,False,False,False,ACH-001608
False,False,False,False,ACH-000801
False,False,False,False,ACH-000539
False,False,False,False,ACH-000464
False,False,False,False,ACH-000622
False,False,False,False,ACH-000452
False,False,False,False,ACH-001390
False,False,False,False,ACH-001401
False,False,False,False,ACH-000365
False,False,False,False,ACH-001431
False,False,False,False,ACH-000475
False,False,False,False,ACH-000860
False,False,False,False,ACH-000074
False,False,False,False,ACH-000377
False,False,False,False,ACH-001562
False,False,False,False,ACH-001693
False,False,False,False,ACH-003134
False,False,False,False,ACH-000259
False,False,False,False,ACH-001697
False,False,False,False,ACH-002801
False,True,False,False,ACH-001388
False,False,False,False,ACH-001410
False,False,False,False,ACH-002025
False,False,False,False,ACH-002688
False,False,False,False,ACH-000720
False,False,False,False,ACH-000095
False,False,False,False,ACH-001345
False,False,False,False,ACH-000558
False,False,False,False,ACH-000664
False,False,False,False,ACH-000177
False,False,False,False,ACH-001423
False,False,False,False,ACH-000335
False,False,False,False,ACH-000940
False,False,False,False,ACH-003160
False,False,False,False,ACH-000631
False,False,False,False,ACH-000207
False,False,False,False,ACH-000764
False,False,False,False,ACH-000995
False,False,False,False,ACH-000373
False,False,False,False,ACH-000953
False,False,False,False,ACH-000709
False,False,False,False,ACH-003463
False,False,False,False,ACH-000846
False,False,False,False,ACH-001702
False,False,False,False,ACH-000333
False,False,False,False,ACH-001708
False,False,False,False,ACH-002059
False,False,False,False,ACH-000929
False,True,False,False,ACH-001395
False,False,False,False,ACH-000948
False,False,False,False,ACH-002015
False,False,False,False,ACH-000981
False,False,False,False,ACH-000617
False,False,False,False,ACH-000311
False,False,False,False,ACH-001210
False,False,False,False,ACH-001834
False,False,False,False,ACH-002010
False,False,False,False,ACH-003143
False,False,False,False,ACH-000390
False,False,False,False,ACH-000468
False,False,False,False,ACH-002651
False,False,False,False,ACH-001061
False,False,False,False,ACH-000077
False,False,False,False,ACH-000456
False,False,False,False,ACH-002703
False,False,False,False,ACH-000496
False,False,False,False,ACH-002512
False,False,False,False,ACH-000062
False,False,False,False,ACH-002464
False,False,False,False,ACH-000088
False,False,False,False,ACH-000536
False,False,False,False,ACH-000071
False,False,False,False,ACH-002004
False,False,False,False,ACH-000878
False,False,False,False,ACH-001380
False,False,False,False,ACH-002061
False,False,False,False,ACH-000385
False,False,False,False,ACH-000412
False,True,False,False,ACH-003474
False,False,False,False,ACH-000427
False,False,False,False,ACH-000938
False,False,False,False,ACH-000462
False,False,False,False,ACH-000939
False,False,False,False,ACH-000325
True,False,False,False,ACH-000515
True,False,False,False,ACH-001033
False,False,False,False,ACH-000919
False,False,False,False,ACH-000863
False,False,False,False,ACH-000642
False,False,False,False,ACH-000581
False,False,False,False,ACH-001435
False,False,False,False,ACH-001050
False,False,False,False,ACH-001818
False,False,False,False,ACH-001384
False,False,False,False,ACH-000797
False,False,False,False,ACH-000220
False,False,False,False,ACH-001533
False,False,False,False,ACH-001508
False,False,False,False,ACH-000827
False,False,False,False,ACH-003119
False,False,False,False,ACH-000961
False,False,False,False,ACH-000778
False,False,False,False,ACH-000825
False,False,False,False,ACH-000743
False,False,False,False,ACH-000190
True,False,False,False,ACH-001819
False,False,False,False,ACH-000157
False,False,False,False,ACH-001786
False,False,False,False,ACH-000253
False,False,False,False,ACH-001376
True,False,False,False,ACH-000958
False,False,False,False,ACH-000228
False,False,False,False,ACH-000266
False,False,False,False,ACH-001750
False,False,False,False,ACH-000174
False,False,False,False,ACH-000245
False,False,False,False,ACH-001279
False,False,False,False,ACH-000620
False,False,False,False,ACH-000813
False,False,False,False,ACH-001513
False,False,False,False,ACH-000168
False,False,False,False,ACH-000257
False,False,False,False,ACH-000211
False,False,False,False,ACH-000283
False,False,False,False,ACH-002401
False,False,False,False,ACH-002041
False,False,False,False,ACH-000987
False,False,False,False,ACH-003465
False,False,False,False,ACH-000682
False,False,False,False,ACH-000073
False,False,False,False,ACH-000212
False,False,False,False,ACH-000096
False,False,False,False,ACH-002500
False,False,False,False,ACH-001440
False,False,False,False,ACH-000063
False,False,False,False,ACH-002942
False,False,False,False,ACH-001999
False,False,False,False,ACH-000776
False,False,False,False,ACH-000521
False,False,False,False,ACH-000299
False,False,False,False,ACH-000025
False,False,False,False,ACH-000591
False,False,False,False,ACH-001716
False,False,False,False,ACH-000833
False,False,False,False,ACH-001628
False,False,False,False,ACH-000398
False,False,False,False,ACH-000274
False,False,False,False,ACH-001370
False,False,False,False,ACH-001700
False,False,False,False,ACH-000029
False,True,False,False,ACH-001849
False,False,False,False,ACH-000644
False,False,False,False,ACH-001422
False,False,False,False,ACH-000588
False,False,False,False,ACH-000849
False,False,False,False,ACH-002690
False,False,False,False,ACH-000219
False,False,False,False,ACH-000150
False,False,False,False,ACH-001845
False,True,False,False,ACH-002643
False,False,False,False,ACH-000384
False,False,False,False,ACH-001053
False,False,False,False,ACH-001274
False,False,False,False,ACH-000091
False,False,False,False,ACH-002932
False,False,False,False,ACH-002014
False,True,False,False,ACH-001634
False,False,False,False,ACH-002531
False,False,False,False,ACH-000495
False,False,False,False,ACH-000911
False,False,False,False,ACH-000013
False,False,False,False,ACH-002667
False,False,False,False,ACH-000777
False,False,False,False,ACH-001765
False,False,False,False,ACH-000312
False,False,False,False,ACH-000085
False,False,False,False,ACH-000436
False,False,False,False,ACH-000869
False,False,False,False,ACH-003061
False,False,False,False,ACH-003471
True,False,False,False,ACH-000267
False,False,False,False,ACH-000489
False,False,False,False,ACH-000431
False,False,False,False,ACH-000152
False,False,False,False,ACH-000909
False,False,False,False,ACH-000534
False,False,False,False,ACH-001489
False,False,False,False,ACH-000582
False,False,False,False,ACH-000460
False,False,False,False,ACH-000443
False,False,False,False,ACH-001570
False,False,False,False,ACH-000986
False,False,False,False,ACH-001335
False,False,False,False,ACH-000023
False,False,False,False,ACH-002062
False,False,False,False,ACH-002462
False,False,False,False,ACH-000151
False,False,False,False,ACH-001277
True,False,False,False,ACH-000607
False,False,False,False,ACH-002647
False,True,False,False,ACH-000703
False,False,False,False,ACH-001211
False,False,False,False,ACH-003152
False,False,False,False,ACH-001511
False,False,False,False,ACH-000113
False,False,False,False,ACH-000337
False,False,False,False,ACH-000598
False,False,False,False,ACH-000057
False,False,False,False,ACH-000281
False,False,False,False,ACH-000321
False,False,False,False,ACH-000985
False,False,False,False,ACH-000444
False,False,False,False,ACH-000347
False,False,False,False,ACH-001399
False,True,False,False,ACH-001097
False,False,False,False,ACH-000127
False,False,False,False,ACH-001961
False,False,False,False,ACH-001796
False,False,False,False,ACH-000307
False,False,False,False,ACH-001030
False,False,False,False,ACH-002485
False,False,False,False,ACH-000595
False,True,False,False,ACH-001540
True,False,False,False,ACH-000298
False,True,False,False,ACH-000771
False,False,False,False,ACH-000500
False,False,False,False,ACH-000353
False,False,False,False,ACH-000363
False,False,False,False,ACH-000350
False,False,False,False,ACH-000053
False,False,False,False,ACH-001543
False,False,False,False,ACH-000663
False,False,False,False,ACH-000346
False,False,False,False,ACH-000970
False,False,False,False,ACH-002543
False,False,False,False,ACH-001333
False,False,False,False,ACH-000794
False,False,False,False,ACH-000039
False,False,False,False,ACH-000471
False,False,False,False,ACH-000850
True,False,False,False,ACH-000291
False,False,False,False,ACH-001453
False,False,False,False,ACH-001458
False,False,False,False,ACH-000886
False,False,False,False,ACH-000888
False,False,False,False,ACH-000659
False,False,False,False,ACH-000030
False,False,False,False,ACH-001201
False,False,False,False,ACH-000271
False,False,False,False,ACH-002676
False,False,False,False,ACH-000549
False,False,False,False,ACH-000555
False,False,False,False,ACH-000478
False,False,False,False,ACH-000775
False,False,False,False,ACH-002214
False,False,False,False,ACH-000038
False,False,False,False,ACH-001109
False,False,False,False,ACH-001442
False,False,False,False,ACH-000559
False,False,False,False,ACH-000510
False,False,False,False,ACH-002065
False,False,False,False,ACH-000676
False,False,False,False,ACH-002659
True,False,False,False,ACH-000844
False,False,False,False,ACH-002403
False,False,False,False,ACH-002787
True,False,False,False,ACH-002497
False,False,False,False,ACH-002798
False,False,False,False,ACH-000925
False,False,False,False,ACH-002465
False,False,False,False,ACH-000272
False,False,False,False,ACH-001035
False,False,False,False,ACH-003457
False,False,False,False,ACH-000513
True,False,False,False,ACH-001059
False,False,False,False,ACH-000959
False,False,False,False,ACH-002283
False,False,False,False,ACH-000169
False,False,False,False,ACH-001402
False,False,False,False,ACH-000796
True,False,False,False,ACH-000143
False,False,False,False,ACH-000067
False,False,False,False,ACH-000640
False,False,False,False,ACH-001591
False,False,False,False,ACH-001674
False,True,False,False,ACH-001698
False,False,False,False,ACH-002002
False,False,False,False,ACH-002011
False,False,False,False,ACH-003268
False,False,False,False,ACH-000967
False,False,False,False,ACH-000469
False,False,False,False,ACH-001353
False,True,False,False,ACH-001574
True,False,False,False,ACH-000097
False,False,False,False,ACH-000256
False,False,False,False,ACH-000977
False,False,False,False,ACH-000972
False,False,False,False,ACH-001367
False,True,False,False,ACH-000382
False,True,False,False,ACH-003476
False,False,False,False,ACH-000579
False,False,False,False,ACH-002035
False,False,False,False,ACH-001532
False,False,False,False,ACH-000695
False,False,False,False,ACH-001795
False,True,False,False,ACH-001510
False,False,False,False,ACH-000502
True,False,False,False,ACH-000183
False,False,False,False,ACH-000408
False,False,False,False,ACH-001496
False,False,False,False,ACH-000788
False,False,False,False,ACH-002405
False,False,False,False,ACH-002409
False,False,False,False,ACH-001622
False,False,False,False,ACH-000466
False,False,False,False,ACH-001560
False,False,False,False,ACH-001019
False,False,False,False,ACH-003111
False,False,False,False,ACH-000005
False,True,False,False,ACH-001687
False,False,False,False,ACH-001151
False,False,False,False,ACH-000701
False,False,False,False,ACH-000542
False,False,False,False,ACH-000126
False,False,False,False,ACH-001685
False,False,False,False,ACH-000933
False,False,False,False,ACH-000068
False,False,False,False,ACH-000015
False,False,False,False,ACH-001111
False,False,False,False,ACH-000487
False,False,False,False,ACH-000122
False,False,False,False,ACH-000288
False,False,False,False,ACH-001820
False,False,False,False,ACH-000782
False,True,False,False,ACH-001632
False,False,False,False,ACH-002399
False,False,False,False,ACH-000357
False,False,False,False,ACH-000079
False,False,False,False,ACH-001031
False,False,False,False,ACH-001064
False,False,False,False,ACH-002802
False,False,False,False,ACH-001048
True,False,False,False,ACH-000453
False,False,False,False,ACH-003155
False,False,False,False,ACH-000791
False,False,False,False,ACH-000567
False,False,False,False,ACH-001391
False,False,False,False,ACH-001075
False,False,False,False,ACH-000105
False,False,False,False,ACH-000557
False,False,False,False,ACH-000175
False,False,False,False,ACH-001356
False,False,False,False,ACH-001844
False,False,False,False,ACH-001346
False,False,False,False,ACH-000885
False,False,False,False,ACH-000900
False,False,False,False,ACH-000666
False,False,False,False,ACH-001428
False,False,False,False,ACH-000217
False,False,False,False,ACH-000872
True,False,False,False,ACH-001974
False,False,False,False,ACH-002020
False,False,False,False,ACH-001638
False,False,False,False,ACH-001228
False,False,False,False,ACH-000181
True,False,False,False,ACH-000115
False,False,False,False,ACH-000130
False,False,False,False,ACH-000121
False,False,False,False,ACH-001711
False,False,False,False,ACH-000934
False,False,False,False,ACH-000996
False,False,False,False,ACH-001529
False,False,False,False,ACH-001743
False,False,False,False,ACH-000320
False,False,False,False,ACH-000505
False,False,False,False,ACH-000781
False,False,False,False,ACH-000059
True,False,False,False,ACH-000920
False,False,False,False,ACH-000294
False,False,False,False,ACH-000422
False,False,False,False,ACH-000200
False,False,False,False,ACH-000046
False,False,False,False,ACH-000968
False,False,False,False,ACH-000830
False,False,False,False,ACH-000114
False,False,False,False,ACH-000402
False,False,False,False,ACH-001578
False,False,False,False,ACH-000036
False,False,False,False,ACH-000973
True,False,False,False,ACH-001128
False,False,False,False,ACH-003437
False,False,False,False,ACH-000750
False,False,False,False,ACH-000285
False,False,False,False,ACH-002669
False,False,False,False,ACH-001858
False,False,False,False,ACH-001997
False,False,False,False,ACH-000052
