,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPDEF (25803),4.782665223213476,1.0589457196092238,0.3910633101957948,2.7078626196843634,0.006771804751823594,0.013879954506273195
CDX2 (1045),4.03084114039589,1.058816339568568,0.33795134566301216,3.1330437151872315,0.001730036734488101,0.004017722316215442
PAK6 (56924),3.2746977660527037,1.055916175425634,0.14470694007419002,7.296928363520609,2.9441144119861495e-13,4.136454508961646e-12
CBLN1 (869),1.6881639787529543,1.0555164124017802,0.3742375425897521,2.8204450176150866,0.00479570910567476,0.010132630792367902
PROM1 (8842),6.7359889021656,1.0529094227195512,0.29399962679082725,3.5813291132803635,0.0003418507024546839,0.0009185161877442708
LAD1 (3898),21.94191147060097,1.052587697370898,0.20477510425412213,5.140213216859878,2.7442688095018913e-07,1.3430814502635149e-06
CDRT1 (374286),1.4311678349013306,1.0519058309065714,0.16309872755674704,6.449503602292551,1.1221709329519956e-10,9.860592300476734e-10
HAP1 (9001),1.2085388264152552,1.0489639166230138,0.2296822066407661,4.567022983472304,4.9469978764558525e-06,1.9317432381582874e-05
C6orf15 (29113),1.8310086038431466,1.0487700310175683,0.4499737307674709,2.3307361281486285,0.019767277908931156,0.036347995912328325
IL1RL1 (9173),1.6307647815257482,1.0463728331358364,0.39519849941531354,2.647714590728252,0.00810379095502303,0.0163569987983333
TMEM184A (202915),6.983754385428257,1.0460361418534765,0.14681943297005845,7.124643657129497,1.0435030307655588e-12,1.3428393287337361e-11
RIMKLA (284716),0.8378019204026356,1.0430015399313675,0.23799561979453257,4.382440066887853,1.1735745597284968e-05,4.2509718197518434e-05
SMIM22 (440335),37.67295348888449,1.0426310327676847,0.24323390597882136,4.28653656887156,1.814803392515397e-05,6.333531255172176e-05
CXCL5 (6374),13.707455428885629,1.0420328182285015,0.35155227185749116,2.9640906961651226,0.003035787982331108,0.006703482526049529
C4orf19 (55286),2.824785177123263,1.0405312782767762,0.19041189045212792,5.464633935444171,4.638630370439213e-08,2.6162207212738373e-07
C11orf52 (91894),3.2762424543461135,1.036798412205974,0.1463970167130929,7.082100684045213,1.4198543238606178e-12,1.774986801057794e-11
DUOX1 (53905),2.8493271341237882,1.036700562195658,0.21065705459596054,4.9212715148991615,8.59837445399948e-07,3.8507038321831766e-06
NEURL1 (9148),2.3119618843833827,1.0364057541749616,0.24016646675988243,4.315364122882135,1.593400378191055e-05,5.631920081121926e-05
MPZL2 (10205),18.21981880063241,1.0340666822677982,0.19608468507752394,5.27357188481584,1.3379381272154326e-07,6.965408400734504e-07
TMEM52B (120939),1.5434305680332665,1.0336241889367739,0.33465226961339667,3.0886513637898125,0.00201067239500111,0.00460433463608331
ZNF488 (118738),2.034740441197023,1.03349435528613,0.14895120229340159,6.938476087291797,3.96352063867353e-12,4.5243258036241513e-11
TC2N (123036),7.354132272581551,1.0291387667563294,0.16921689461596448,6.0817731532773145,1.1886065727427834e-09,8.796804700806215e-09
TAS1R3 (83756),0.3411072054002815,1.0285823520405062,0.4439322643362402,2.3169803924443846,0.02050479988873938,0.037550844034164456
CERKL (375298),0.47012120295995474,1.0282507461191266,0.4198708189003981,2.448969301586659,0.014326565797468188,0.027242941282423223
S100A2 (6273),256.96385522036024,1.0280378860126371,0.15531602317242796,6.619007266696078,3.616190780318423e-11,3.4258191983737747e-10
PANX2 (56666),2.376618778945463,1.027972594126808,0.12740235765201674,8.068709347864534,7.104516803657086e-16,1.551185635635046e-14
TMED6 (146456),0.46085967279164897,1.0266734331267617,0.2979235061374176,3.4460974443997285,0.0005687452342070069,0.001464983639222101
NMU (10874),21.17880880213158,1.026566835370476,0.15730582519623434,6.5259302005495625,6.758078838188754e-11,6.143849758085785e-10
PLEK2 (26499),19.839390447450022,1.0256540426553447,0.1474554803642969,6.955686150975262,3.5085016173055704e-12,4.031196756210278e-11
FUT3 (2525),5.270257572543609,1.0246351428025677,0.24879783688393464,4.118344257472643,3.8160433604935656e-05,0.00012483110092305577
SPINT2 (10653),246.82543154093176,1.024186437457663,0.13494646674163135,7.589575793922574,3.2095449053391225e-14,5.243032734483516e-13
ACP7 (390928),0.7138887881004589,1.021814515840592,0.24632801659748607,4.148186349059493,3.351195737576895e-05,0.00011091381399782108
EPHB6 (2051),6.28270466227942,1.0211757309856357,0.18873086494097283,5.410751078288213,6.2760960434323e-08,3.440068777074645e-07
ABLIM2 (84448),1.555755934950281,1.0211345324702272,0.1811920307607631,5.635648147343093,1.7440113993067614e-08,1.0485353050599461e-07
FGFR3 (2261),8.759341577521683,1.0203635282731456,0.15347312854758277,6.648483274756416,2.961286226129951e-11,2.841248695600277e-10
MMP28 (79148),5.216709028807365,1.0180501964639295,0.2354405638289155,4.324022079745369,1.5320995231763597e-05,5.439643442196427e-05
STYK1 (55359),2.8746334822239588,1.0168532606197735,0.12948406336085147,7.853115157391729,4.058287169671935e-15,7.763936764891794e-14
PPP1R1C (151242),4.458466058709573,1.0168133805660424,0.14947299753690646,6.8026559801544115,1.0270771367285062e-11,1.0822756673387814e-10
ARHGAP8 (23779),8.103594301115148,1.0153434157094383,0.16004408560876207,6.344148312931162,2.2365928358423675e-10,1.874409859873423e-09
SOWAHA (134548),0.45219230734704646,1.0150037083289685,0.30003178698516736,3.382987244545349,0.0007170196243349937,0.0018070499373328284
GPX2 (2877),86.69276583824693,1.0135388318542138,0.2989375582798106,3.3904700288798253,0.0006977288323447836,0.001762718898570795
C6orf141 (135398),7.409899487966586,1.012697969274473,0.15608951580893268,6.487930749391936,8.702325951615506e-11,7.781251633650983e-10
GJB4 (127534),1.5936518968625044,1.0122512252895768,0.2952187710037259,3.4288172864075825,0.0006062174906035493,0.0015533830497194976
AKR1B10 (57016),31.411143603660808,1.0113581382154289,0.24419736472172862,4.141560411054831,3.4495098900569416e-05,0.00011373786636029623
SYT7 (9066),5.139705701754922,1.0081805455533004,0.16597484639139368,6.074297205106966,1.2453189976279664e-09,9.199254301128051e-09
KRT19 (3880),454.4748189821352,1.007120085346141,0.17813253056187806,5.653768473222788,1.5696761936251644e-08,9.520729325243206e-08
ATP6V1B1 (525),3.0715005235135475,1.0053829114422796,0.18094642869037697,5.556246225575535,2.756379786974787e-08,1.606936795927165e-07
LGR6 (59352),1.5250307217841417,1.003475489326597,0.28361329274354674,3.538182148020739,0.000402892025478456,0.0010686841476766583
ARHGEF16 (27237),7.28777392498609,1.0032144727163923,0.13308790763704645,7.537983657030136,4.77293657876088e-14,7.638636774374266e-13
COL17A1 (1308),46.32667495990336,1.0019102662269344,0.2492591853273213,4.019552037415389,5.830890235944736e-05,0.000183176870624617
ESRP2 (80004),11.296489058755855,1.0009984262482625,0.17722714202466053,5.648110186807487,1.6222119542817467e-08,9.816717561342593e-08
FOXA2 (3170),2.8444632454785355,1.0008727387349152,0.26213213473349306,3.818199320554467,0.00013442929694347953,0.0003922160720001872
CACNA1A (773),4.214453855296049,0.9995882394935384,0.25918078872924183,3.8567219599666287,0.00011491774950463617,0.0003395620249655266
SLC52A1 (55065),0.4603854136307757,0.9955068191079697,0.32843763832372425,3.031037563748249,0.0024371492567326265,0.005491397726451187
NRARP (441478),4.494571174424052,0.9947035969203811,0.12547029834464807,7.927801320660605,2.23059794449904e-15,4.451031138871249e-14
ERN2 (10595),2.4101836792364386,0.9946956252063417,0.45081140450453727,2.2064562148767255,0.027352072729731884,0.048528764717106744
AMTN (401138),1.5072610457081177,0.9942213698987998,0.4438551311085003,2.239968179292632,0.02509298876274687,0.04498133669046414
EREG (2069),13.278214405662276,0.9932229951278849,0.2386502485367541,4.16183515926622,3.157002152794379e-05,0.00010503795258896285
KCNJ15 (3772),2.2902349482834228,0.99180994734919,0.269024667566743,3.6866877536541494,0.0002271918373420052,0.0006323185246926853
CH25H (9023),0.6133664303023638,0.9912176221649376,0.41003438387522956,2.417401225714178,0.015631775898175677,0.029458376002252405
XDH (7498),1.3220328528624627,0.989787886222702,0.19585911324945457,5.053570751962231,4.33625576199649e-07,2.048448781303946e-06
BIK (638),7.759493478421238,0.9889216163382528,0.13746199595829947,7.194145621443271,6.285308668784311e-13,8.418148330901943e-12
HBA2 (3040),5.0017828846144505,0.988899036174844,0.3243145732496195,3.0491970381291034,0.0022945393467341,0.005194760629314427
MALL (7851),29.903532930806442,0.9852752845486162,0.18486552450014984,5.329686469192462,9.838246162553397e-08,5.228931642160881e-07
EMILIN3 (90187),0.5960316737482173,0.9849090205162154,0.3243407916636074,3.0366486295615926,0.002392241371034518,0.005399669669671842
CHST4 (10164),0.48571967276860667,0.9848989704133093,0.35783084789141323,2.7524149363226087,0.00591575128199364,0.012275359116670758
CDA (978),21.097416237477248,0.9848243391037367,0.18742787740023567,5.25441760726304,1.484936024752493e-07,7.657354103434183e-07
CDH1 (999),47.41232383466434,0.9828925908809395,0.18964393962062076,5.182831536020599,2.185424192276315e-07,1.0933363048887283e-06
CNKSR1 (10256),6.662757826971812,0.9817098081555158,0.14228359570141533,6.899669658445036,5.212360419130393e-12,5.831628789721186e-11
KCNK5 (8645),4.045347956378807,0.9813408903907834,0.14366782514996318,6.830623971417688,8.454607989289972e-12,9.066560567562388e-11
TLR9 (54106),0.621622950567332,0.9799388148915769,0.4206056291569343,2.3298281025286682,0.019815238230018625,0.036402215995573195
ILDR1 (286676),1.1443300292189638,0.9788426727056431,0.17642900681846968,5.5480824290576445,2.888197127312852e-08,1.6806769846792102e-07
ST6GALNAC1 (55808),4.297682819153646,0.9785622688184731,0.28447020151150754,3.439946481631355,0.0005818292266987141,0.0014957527608738632
ID1 (3397),117.67720136772657,0.9776474219419392,0.1003889218933965,9.738598677054306,2.0638058986945563e-22,1.2954065259750743e-20
CRACDL (343990),2.631091388311276,0.976288837928495,0.1898385470487222,5.142732353919301,2.7077124111487147e-07,1.326425682080433e-06
KCNE3 (10008),4.8701027491033555,0.9751339844921381,0.2849788581712293,3.4217765863397123,0.000622134115433427,0.0015887448883350954
SP6 (80320),2.588049534373987,0.9750951045978129,0.18167093220742317,5.367369962545776,7.989307031891017e-08,4.3042869463680794e-07
MARVELD2 (153562),4.096661471514986,0.972688049325351,0.1300990133472249,7.476521337862238,7.631575653102567e-14,1.1725551520030104e-12
RBM11 (54033),1.611377837537885,0.972685228643638,0.19970511866399637,4.870607399303469,1.1125570748936732e-06,4.871763813506629e-06
EML6 (400954),2.765403435085891,0.9722156706011293,0.15438602298457146,6.297303679480671,3.028675728260118e-10,2.48926194892036e-09
PRSS8 (5652),26.98386276630673,0.9701174386819176,0.23639696593079743,4.103764339200143,4.0648152432564375e-05,0.00013198300204880428
POU6F2 (11281),0.4654918986739198,0.9696146861427629,0.26108066910832556,3.713850931416366,0.00020412906413924347,0.0005745207225657979
HSD11B2 (3291),3.844903678464687,0.9689549033035733,0.15961803572668803,6.07046001344549,1.2754437227292232e-09,9.399763835953004e-09
IFI27 (3429),331.670550234124,0.967810049670314,0.17187904253170355,5.630762397875231,1.7941475256361034e-08,1.0766251082652277e-07
HCAR1 (27198),1.2736860320116643,0.9666635676045733,0.27773445606126573,3.4805316607577708,0.0005004196758612929,0.001304118989961551
PAIP2B (400961),1.4123203293297746,0.9664865294222088,0.11475324315692656,8.422302523515835,3.6915634991381954e-17,1.0016145783203874e-15
GPRIN2 (9721),0.9719959525737043,0.9639528591627848,0.23006266944251094,4.1899577254260345,2.790064300869446e-05,9.377947470982078e-05
EYA2 (2139),4.312194214354008,0.9632604828614063,0.23233342757799527,4.146026221465854,3.3829510261954174e-05,0.00011182394627163884
CASZ1 (54897),3.6675132181926693,0.9627151838500038,0.10712996336244228,8.986423159624763,2.5540713539340348e-19,9.868230593974542e-18
MMEL1 (79258),1.1012317240838836,0.9619940800346534,0.24869217338288302,3.868212123240327,0.00010963627157666586,0.00032634180232903336
MTMR7 (9108),0.9347614728046356,0.9619346028329313,0.2693450497724001,3.5713840059276305,0.00035509980874406645,0.00095200567772814
SOX21 (11166),0.9162015040144664,0.9613446784278477,0.3576211159937321,2.6881653108109447,0.007184581867434433,0.014659299580408543
PRR15 (222171),7.950926290130655,0.9601686600276836,0.19065970792891776,5.036033415018427,4.752776276975521e-07,2.23250194369017e-06
JAG2 (3714),15.25605326382127,0.9601268113430843,0.12275887213549894,7.82124171264228,5.23048005084014e-15,9.804195900290602e-14
KLRG2 (346689),1.115415037223444,0.9586701771135565,0.2758792713713917,3.4749626978062604,0.0005109243928529303,0.0013295166934522273
ARHGEF37 (389337),2.084308818799609,0.9580385351899976,0.14267398067903636,6.714879129539602,1.882221758644848e-11,1.8838948446525324e-10
GGT6 (124975),1.8130964990340275,0.9566017173537839,0.3360212534231148,2.8468488454485943,0.004415432219620119,0.009398443628151709
SDR42E1 (93517),2.3619105440462365,0.9560470890295831,0.13924200752164342,6.866082341429741,6.598899409238872e-12,7.218948666706564e-11
BCAS1 (8537),3.6827151649234557,0.9557102404931103,0.27883448053559157,3.42751814143416,0.0006091256026240681,0.0015595673217095678
ZNF165 (7718),2.7887525925380445,0.9550945245235101,0.10979905437029303,8.698567851982505,3.3609882430418027e-18,1.0660486652577661e-16
WNT11 (7481),2.9083585810063886,0.9550438720433573,0.23551165112037067,4.055187365465973,5.009413229789391e-05,0.0001595965847906224
C12orf56 (115749),1.0608151644561012,0.9547274181932704,0.20189071685479404,4.728931736271656,2.257042486457136e-06,9.361494348989098e-06
IGFL4 (444882),0.49503117164640087,0.9542451891754529,0.3294581254385397,2.896408118346643,0.0037746115794814674,0.00814997629625337
PRSS16 (10279),5.74020659179028,0.9539898747932355,0.11222982483013606,8.500324011350228,1.8906223389910873e-17,5.409032768031851e-16
NEURL3 (93082),1.277304852506714,0.9491664975883309,0.2599614784169131,3.651181334128688,0.0002610368461813967,0.0007166466114948689
PTGES (9536),41.95681384146133,0.9491562117142945,0.16148072619988832,5.87782972030597,4.156801782794363e-09,2.7824978048395048e-08
AGR2 (10551),150.10530590680037,0.9489834048020268,0.25681233119121327,3.6952408024965426,0.00021967848641968348,0.0006133811963130183
ESPN (83715),5.370335460938826,0.9486551840291134,0.19853671577991755,4.778235503203947,1.768401873888133e-06,7.459750371948763e-06
PLBD1 (79887),15.867478940213621,0.9477507401214537,0.1780841880824668,5.321925266506938,1.0267475476080198e-07,5.43324885548601e-07
SLC9A2 (6549),1.138106801480892,0.946836925904252,0.22104492618617122,4.283459214561637,1.8400984174724857e-05,6.418966907067109e-05
ANKRD22 (118932),1.8700998361597059,0.9464045103348274,0.23575915407872383,4.014285316017072,5.962618582473862e-05,0.0001870913999484832
HES2 (54626),3.2433726345448046,0.9455322847147727,0.22309723224326078,4.238207149444969,2.253118337027101e-05,7.716306205712626e-05
GRHL1 (29841),3.9315828539751156,0.9453297616620115,0.1341922210033535,7.044594348269916,1.8600258103796696e-12,2.260712943317279e-11
NFE2 (4778),4.498316039998027,0.944791545519622,0.3014809339701745,3.13383514200301,0.0017253776220618991,0.004008083235217179
IL1A (3552),10.973187911514895,0.9444279502086428,0.276467065953772,3.416059511285732,0.0006353436051799868,0.0016195919456755033
SLCO2A1 (6578),1.7940630660398085,0.9443454328069666,0.2443527695355042,3.864680701602419,0.00011123461505173456,0.00033003999090448777
RSAD2 (91543),3.4270960353316227,0.9428176131892521,0.2164162835507216,4.356500341473997,1.3215848711414933e-05,4.7435027114468354e-05
RBP1 (5947),60.08281004097928,0.9427981013709099,0.2083284700889992,4.525536528771803,6.024247432094706e-06,2.302770041695949e-05
LEKR1 (389170),0.6539252595104237,0.9417466121140682,0.12304822794285775,7.653475615686275,1.956187462998642e-14,3.2840616790959103e-13
LAMC2 (3918),57.726300505149595,0.9416568345851996,0.18738212161979925,5.025329131964006,5.025698608559654e-07,2.3494991952946144e-06
PIP5KL1 (138429),2.3699901514378063,0.9400774664573806,0.11287886807034676,8.32819714201527,8.208274498631315e-17,2.0703238271427846e-15
RAET1L (154064),0.9371768685910641,0.939040618070812,0.2837095741409151,3.3098658052491454,0.0009334071010679237,0.0022976623268636397
MISP (126353),13.534096481545257,0.9386654810710664,0.1903742992761209,4.930631312316039,8.196429880796192e-07,3.6853542681366565e-06
PTK6 (5753),4.590777638165778,0.9369835967458255,0.19642284142850988,4.770237462870887,1.8400886894174662e-06,7.73936982389993e-06
LMO3 (55885),3.2869599274513313,0.9362156778307805,0.3371304614374531,2.777013011043127,0.005486098281689894,0.011453165582381073
LAMB3 (3914),61.38255762216731,0.9347957831825533,0.1422104378001972,6.573327511275385,4.9203066079542064e-11,4.5545339617022967e-10
SDCBP2 (27111),5.48921238976567,0.9323751488001008,0.13899998902449875,6.707735413099706,1.976679147616616e-11,1.9610050398381583e-10
AMDHD1 (144193),0.6013904474124326,0.931866487225402,0.19409447807712119,4.801097364836601,1.5779851820049683e-06,6.739463128996565e-06
XAGE1B (653067),25.969610074104065,0.9312694537491473,0.3814299348029176,2.44152167613779,0.014625510296263954,0.027754489504069457
MYO7B (4648),1.7302860973433962,0.9311392883923596,0.31529850783876145,2.9531991596627822,0.0031449898716794404,0.006920382514957384
ANXA9 (8416),4.29272044050626,0.9307658792094264,0.16354384332638294,5.691231539373241,1.2612633838446901e-08,7.784869218060961e-08
SCEL (8796),8.732456454772043,0.9278503364781573,0.26934008934249465,3.4449024604662424,0.0005712654949171742,0.0014709946523806493
MAPK13 (5603),9.256381545571921,0.9274355965357245,0.11890400652336097,7.799868344667696,6.1971794908095436e-15,1.1346380661222026e-13
COL28A1 (340267),0.3877830680623395,0.926258299760163,0.29033671776557113,3.190289905075179,0.0014213014003137282,0.003368219373804211
SHH (6469),0.8915896505108402,0.925837235070579,0.3033711389696407,3.0518303033540395,0.0022745064831376704,0.005153847951729515
THBD (7056),7.990366926680977,0.9255728421212288,0.20726457801080933,4.465658584811139,7.982281862559057e-06,2.9818173289426772e-05
CFB (629),24.777449125096275,0.9244838597463874,0.16319401971220868,5.6649371182639365,1.4707846311034545e-08,8.983126278463718e-08
RBBP8NL (140893),0.7000722684266145,0.9241045737450558,0.23099657901939505,4.000511945536067,6.320559630446298e-05,0.0001972726446839779
SLC40A1 (30061),9.574471029545524,0.9236855567798217,0.16876595367139366,5.473174752879018,4.4204381075562223e-08,2.5012127181448774e-07
NUP62CL (54830),4.788812770669117,0.9228740829733768,0.11051248547677368,8.350858086232586,6.776880662995208e-17,1.7513237175648597e-15
SULT2B1 (6820),3.965928686940574,0.9227251141535345,0.22060627431906613,4.182678470962179,2.880946980070584e-05,9.65870867584702e-05
GCNT3 (9245),7.335073799140843,0.9217892865872748,0.24995319831875923,3.687847536208516,0.00022615908664311616,0.000630111672294465
HOOK1 (51361),7.08697453991457,0.9210892169588002,0.13379245377223603,6.884463144138405,5.800586882893793e-12,6.42138002963046e-11
GJB2 (2706),13.132276871852227,0.921056287956035,0.1973708110681658,4.6666286821810266,3.061819191645311e-06,1.2404656318965994e-05
SOX7 (83595),2.694450110031199,0.9189071233285178,0.21668919116708088,4.240668943288376,2.2285462478474646e-05,7.635471213011831e-05
HNF1A (6927),1.0795221820223198,0.9188988623541783,0.37469754180567016,2.4523749420025496,0.014191670025043509,0.027015757308874035
EGFR (1956),31.31270081339068,0.917963216897959,0.1264147867030171,7.26151774518677,3.8277077533885364e-13,5.306946791945197e-12
TMPRSS3 (64699),4.362044798736183,0.9170229316094716,0.23577139308206185,3.8894580026097376,0.00010046835270808132,0.0003011567050941612
TMEM40 (55287),6.368870005954236,0.9162493331288313,0.24017097724832853,3.8149877375960415,0.00013618969618060117,0.00039691151240358604
SNCG (6623),32.6326338236365,0.9158668608318823,0.17733895839694896,5.164498929681542,2.410838564525059e-07,1.1939823792388638e-06
NTSR1 (4923),1.9078546875673008,0.9152036268761377,0.2994775224421586,3.056001062827348,0.0022431046080054616,0.00508742144081826
GOLGA8R (101059918),0.903204589250374,0.913478781632378,0.22849048476228295,3.99788543747344,6.391086838565257e-05,0.0001991884453309557
CRB3 (92359),10.502004216979863,0.9125615865235568,0.18083227928977427,5.046452934772915,4.500877001465861e-07,2.1211307937550923e-06
FOLR1 (2348),10.31907362601225,0.9124943883915807,0.22238626949445603,4.103195716470835,4.074822615541476e-05,0.0001321990197806047
FOXA3 (3171),1.510131175898879,0.9122698069427606,0.27196297050022833,3.3543897732283177,0.0007954023577998845,0.0019849173291684946
SCN3A (6328),2.0910626221256603,0.9115586613493405,0.35669487089768126,2.5555698601868126,0.010601407806192138,0.020848377327446713
MAP3K9 (4293),3.496197708134663,0.9112375546561348,0.07953562838137185,11.456973097474856,2.1696550569590895e-30,3.886641172488987e-28
PTH2R (5746),0.7359306463541676,0.9095150846241152,0.2982442177980167,3.049564854397534,0.0022917314655852986,0.005189894386364983
ATP2C2 (9914),4.712733691057612,0.9089234927575727,0.19199654095078109,4.734061813074945,2.2007065618750654e-06,9.151131163650363e-06
CRYBG2 (55057),5.31492927209002,0.9078180063426703,0.15708877783425831,5.779012472173497,7.51403568215405e-09,4.799483731502287e-08
GABRE (2564),10.861910508786753,0.9068186888635132,0.1582025518813972,5.732010502228471,9.924712565387136e-09,6.228231245253296e-08
SLC15A2 (6565),1.040882995391329,0.9046907020840936,0.17817750495163442,5.0774686868001,3.824965196403598e-07,1.8260675758966176e-06
MPZL3 (196264),3.912679938429973,0.9037454206595551,0.10709953932145641,8.43836888921611,3.2179665336135085e-17,8.837634919143441e-16
RHOD (29984),22.99171085191594,0.9034981294645412,0.15796102401540274,5.7197535600708775,1.0667866653500047e-08,6.652225076177798e-08
SERPINF2 (5345),0.680634211359923,0.903158804352488,0.24086312682910702,3.749676491550661,0.00017706284420046514,0.0005040120397212229
ZNF750 (79755),0.7980081523087414,0.9028880521566073,0.3538895426345022,2.5513273023981715,0.010731349335794617,0.021074409207765744
H3C15 (333932),0.5686247234692551,0.9027101008661373,0.15981398533328814,5.6485050352981165,1.6184911233881732e-08,9.797962392124102e-08
TMEM156 (80008),8.884008831882724,0.9013569270834206,0.18578207812949393,4.851689334937659,1.2241426939059615e-06,5.320481231522905e-06
RHBDL2 (54933),3.0580238758397993,0.900860061358531,0.1541513786093257,5.843996138637397,5.096320967294989e-09,3.372728955853829e-08
PLA2G4F (255189),0.6470300812390403,0.8989459170998841,0.3053946459442058,2.9435549346995344,0.003244662332692431,0.007122804207291949
FRAS1 (80144),2.949851503199898,0.8989393320482203,0.14859230386361424,6.049703172200046,1.4511295185680861e-09,1.0585657441326845e-08
SPON1 (10418),4.9230997640218055,0.8982385978554154,0.31094797836476334,2.888710203485291,0.0038682538941321935,0.008336179683814067
NRG4 (145957),1.9706855413460145,0.8982290828235591,0.1746706138491878,5.142416706676821,2.7122670124359977e-07,1.3282440877303842e-06
CELF4 (56853),1.3892751362067466,0.8974043920499672,0.35092304142679565,2.5572683640300955,0.010549779348573872,0.020757204399765167
EPHA1 (2041),7.389226116898551,0.8967772594633979,0.15890705698559227,5.643407388412628,1.6671722342766248e-08,1.0065608234828308e-07
HBA1 (3039),4.2798415726563634,0.8946272607395698,0.2761781610648855,3.2393121066853126,0.001198183819830592,0.002887216407185792
SLC38A3 (10991),1.0477654446456974,0.8926455272572621,0.28904436961859625,3.0882647132519403,0.002013290480839844,0.004609660296290385
XK (7504),1.6047621995574806,0.8922472652825629,0.17765873024142487,5.022253981383667,5.106858965719101e-07,2.3824955529918887e-06
SLC29A2 (3177),10.67495824810926,0.8902412271668148,0.09146872375767452,9.732739133053888,2.1862509202556938e-22,1.3515317453690493e-20
ACSL5 (51703),16.397489461099674,0.8883466438239274,0.15696331764510418,5.659581213952734,1.517428274030072e-08,9.228680290050175e-08
FOXA1 (3169),9.173868586949492,0.8874397510257002,0.1776819398187315,4.994541099287035,5.897583173614457e-07,2.7184064663408863e-06
HES4 (57801),5.856889872853625,0.8863731174572085,0.11126607715534861,7.96624757624611,1.6356509199246593e-15,3.331317971794874e-14
TMEM176B (28959),8.22007967765187,0.884267790889103,0.3281246543381958,2.6949142016548815,0.007040675793957419,0.014391754825718975
SOWAHB (345079),0.9284433163121757,0.8835906203906772,0.19214395332526024,4.598586659112502,4.253667740128592e-06,1.679309247567922e-05
NEB (4703),2.142125355245893,0.8830899864375943,0.213621694937219,4.133896544061803,3.5666407502343285e-05,0.00011723212007233936
DUSP9 (1852),1.5461779519951022,0.8822791432036892,0.17498990245488702,5.041886022144299,4.6096583705499104e-07,2.168816228933476e-06
SP5 (389058),1.03794417077557,0.8815095654757447,0.29864667292476055,2.951680515449196,0.003160497501398812,0.006951595173999007
PCSK9 (255738),9.945724141092473,0.8810653292982813,0.2123564385586814,4.148992774969772,3.339413493921689e-05,0.00011057028842298152
NTS (4922),8.303236849247886,0.8808621704552217,0.36884338603976685,2.3881739616180933,0.01693232478812501,0.03167076031798797
MST1R (4486),16.564356593638966,0.8808606138314168,0.1774727617483914,4.963356659092509,6.928518043330387e-07,3.155768807716273e-06
KCNQ1 (3784),2.2914182878106257,0.8808563954250919,0.2613360479289085,3.3705889501501605,0.0007500768622207688,0.0018831361134015285
TGM1 (7051),3.3680592603837716,0.880349488696496,0.14120342910380032,6.234618339540044,4.5288086509618096e-10,3.6147918771525046e-09
CYP39A1 (51302),1.2143659724025844,0.8798901816172023,0.1654966877122086,5.316663395386453,1.0568731800847668e-07,5.58703850129318e-07
TNFSF15 (9966),1.6538697163813676,0.8775581941511146,0.21862063276207838,4.014068494194453,5.968101551089904e-05,0.00018718892330159422
SNCAIP (9627),1.6795066203184776,0.8759931809748193,0.2684222576893587,3.2634893563431464,0.0011004931781399957,0.002673886322472086
TPRG1 (285386),1.6789172744463519,0.8731115090294683,0.21882002456582977,3.9900896216506987,6.604833382307213e-05,0.00020540263057544072
IDO1 (3620),1.628360932825652,0.8724498992134025,0.33722263395570373,2.5871629344073153,0.009676982137760947,0.019212587710285084
CAMSAP3 (57662),3.8760836240626673,0.8710536424951015,0.1214715746158309,7.170843427772448,7.453711288206416e-13,9.873975188847556e-12
TLX1 (3195),0.4943154323077197,0.8704636974319687,0.34388793673023116,2.5312423160537296,0.011365929748639743,0.022172072337279657
EXOC3L4 (91828),0.7553812575498355,0.8699717971747032,0.2310519861914317,3.7652643091927906,0.00016637299605269632,0.0004763356174672548
COX6B2 (125965),1.8431996504530397,0.8684728570033974,0.22536519609180997,3.8536245705374856,0.00011638200753788068,0.0003435023341747147
PLS1 (5357),14.669830271643715,0.8683797186075826,0.08904700689989294,9.751924841042879,1.8100324687647967e-22,1.1459177444822592e-20
OCLN (100506658),8.592248193265188,0.8682687919817941,0.10705500641938073,8.110492176147373,5.041513434173889e-16,1.1337292122156516e-14
RNF43 (54894),7.247527146695686,0.8681231855487798,0.1706488202193567,5.087191252965419,3.634053170485036e-07,1.7428419281875908e-06
KRT80 (144501),26.462803915730426,0.8678037639086823,0.14039940808021303,6.180964548033482,6.371112430438153e-10,4.9621648395961975e-09
INHBB (3625),6.791284235152972,0.8677181726256796,0.22305793503064492,3.890102239610834,0.00010020199607200215,0.00030047256345425947
C4BPB (725),4.8182049337358315,0.8674312732764816,0.29477371831933474,2.942702213149052,0.0032536122029590015,0.007140462587699527
LY6K (54742),15.766281260759696,0.8668038280495708,0.21267154697398394,4.075786537423395,4.585907333859642e-05,0.00014717476223730336
ACOT4 (122970),1.8856736149259818,0.8663311590117808,0.13680574308000124,6.332564258688817,2.411198121835919e-10,2.0153832021538405e-09
TSPAN15 (23555),27.175422657872293,0.8661255325316256,0.10216405592143345,8.477791183209254,2.2950941126240785e-17,6.483846521757343e-16
FA2H (79152),2.7940838228005718,0.8654413389420916,0.18341485971712768,4.718490858793133,2.376006427344998e-06,9.824977604181978e-06
ANO9 (338440),7.237179531680821,0.8654403096850191,0.15889631272489388,5.446572641263265,5.134963779984255e-08,2.86946363089939e-07
NMNAT3 (349565),2.858629442365727,0.8653960861582167,0.14418814988220227,6.001853043160769,1.950782272963865e-09,1.3856778711260648e-08
