,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FAM234A (83986),44.68252366243994,-0.17765153219774496,0.04252722337950019,-4.177360243165559,2.9491175359076014e-05,9.87256080612602e-05
SND1 (27044),110.17603080346163,-0.17778745515872826,0.030755312043770768,-5.780707245164747,7.438723856240143e-09,4.7552328819857913e-08
SSBP4 (170463),32.45290094897571,-0.1778260081483116,0.04488883790137801,-3.9614749782340133,7.448818908066468e-05,0.00022898436284469543
GEMIN6 (79833),15.519844220917484,-0.178088806483299,0.035409605015376586,-5.029392629654133,4.920359327525657e-07,2.303669273510973e-06
LAMTOR3 (8649),28.433166343993197,-0.17819742145555503,0.03111645188675072,-5.7267911554990265,1.0234803603652306e-08,6.404979912980346e-08
HTD2 (109703458),5.6152902371441735,-0.17831312552329723,0.0326761242011271,-5.456985180548024,4.842867558628377e-08,2.719040539839267e-07
ZNF281 (23528),11.186978461419034,-0.17861344818820837,0.03547901275843155,-5.034340989258814,4.794954961398691e-07,2.248963701621213e-06
ZNF512 (84450),15.96917273702735,-0.17870426757501778,0.05043237006245809,-3.5434437714051716,0.00039493751889049913,0.001049704105174478
OSBPL5 (114879),7.290120694865784,-0.17875381754256267,0.07937629709586827,-2.251979798536952,0.0243235486595349,0.043761289781888625
DHRSX (207063),11.118213385802598,-0.17877329756211502,0.047226518148768826,-3.785443106327659,0.00015343493594013242,0.00044226519110628044
CHKB (1120),23.755045865981895,-0.17888024125174581,0.04237426479668532,-4.221435867029805,2.4275102454542728e-05,8.265069440462452e-05
CNEP1R1 (255919),11.453001490285,-0.17892944505299208,0.030918831745880244,-5.787070045970718,7.16247172844483e-09,4.587940037675916e-08
P3H4 (10609),23.880759978339594,-0.17896032967150827,0.06551120225832027,-2.7317515707594784,0.006299862433008517,0.013003932354844344
PAN3 (255967),10.449435065218989,-0.1790359057573946,0.04858124823979051,-3.685288300409603,0.0002284439004866832,0.0006353493226088303
POMP (51371),126.76866373780146,-0.1790556568794763,0.03060412993135701,-5.85070241438283,4.895013451684067e-09,3.246445904694577e-08
CUL4B (8450),30.485397804502433,-0.1790633814542656,0.04266570172686561,-4.196892918826963,2.7060179600175825e-05,9.120732760683594e-05
RAB24 (53917),23.370473285494604,-0.17913170018592353,0.03868979483670034,-4.6299470168294325,3.6575930937453096e-06,1.4600733737604724e-05
TAX1BP3 (30851),82.63576190120627,-0.17916130368177016,0.058183446403341776,-3.0792487340777392,0.00207523340911103,0.004739782593628843
FAM219B (57184),20.160225791538238,-0.1793166494475161,0.03286050999904288,-5.456904030179052,4.8450804849077015e-08,2.719040539839267e-07
NCOA4 (8031),63.67640974223517,-0.17942874834978928,0.0340262900154926,-5.273238671277212,1.3403706552784213e-07,6.975768573723682e-07
HSP90B1 (7184),625.500518076104,-0.1794780150343075,0.04037841733291654,-4.444899698631743,8.79328823867244e-06,3.260818531979119e-05
CD99L2 (83692),26.32080499148315,-0.17954783881155006,0.05768764558888279,-3.1124140529346094,0.001855640372359431,0.004279156645680818
NUDT13 (25961),1.6162954102452993,-0.1795824677242095,0.07098681508841563,-2.5298003227857957,0.011412745592552174,0.02225238361422294
RBFOX2 (23543),36.221399403921865,-0.17973111856641205,0.058708428472310864,-3.061419343751981,0.002202903334030172,0.0050045493814168665
TXNL1 (9352),57.96232319332082,-0.17977211543860958,0.029900802800349405,-6.012283905518044,1.8292759074622518e-09,1.3101638075981343e-08
BTF3 (689),838.1058846421423,-0.179832717488532,0.029702719169966703,-6.0544193432083535,1.4092506230967429e-09,1.0313568626971707e-08
FBXO10 (26267),3.7707139203360955,-0.17989853294889413,0.062384454905507966,-2.883707699640584,0.0039302337278539585,0.00845356862953879
TOR1AIP2 (163590),13.924685776435926,-0.1799015448762131,0.029131669870078265,-6.1754628443388215,6.596992010340585e-10,5.122905519754137e-09
BBOF1 (80127),2.9344631839052946,-0.17996582032211908,0.06698596335582324,-2.6866198723776993,0.007217904363302941,0.014715861922284992
AMMECR1L (83607),12.046272642066633,-0.18001287774382743,0.024924220843004743,-7.222407427606709,5.107517328454186e-13,6.94093992808205e-12
NDUFA6 (4700),89.40842279890117,-0.18026978190420906,0.032772155836934116,-5.5006995206902305,3.782874102078854e-08,2.1653314213932846e-07
PREPL (9581),21.31324342731344,-0.18029779474216237,0.03445136154499115,-5.233401138782444,1.6641903309830775e-07,8.495562298451177e-07
STAM2 (10254),7.78379027896359,-0.1803014162769246,0.03264571210990248,-5.522973910629857,3.3330924384931156e-08,1.9190237107525738e-07
GRSF1 (2926),64.5005076735739,-0.18039277981355709,0.02311000068357912,-7.805831868353674,5.9110339930479954e-15,1.0923978882345674e-13
PCM1 (5108),51.43514070338382,-0.1805295559626388,0.036697458370974156,-4.91940215961737,8.680894725970373e-07,3.885452142538244e-06
ZNF597 (146434),0.8888718865264971,-0.18073489877429932,0.075278147111155,-2.400894624935811,0.01635504542981563,0.030689315100061135
GM2A (2760),24.27045895051905,-0.18091951098336648,0.05998999459383135,-3.0158280928061636,0.0025627851116639894,0.0057483984775570755
RNF19A (25897),21.009793803163554,-0.1809266187937359,0.04640624769627477,-3.8987556153621026,9.668829718879787e-05,0.00029078708921232165
TANGO6 (79613),4.550580501510111,-0.18101103747560232,0.04038917177403759,-4.481672426666528,7.406036069542855e-06,2.781719147016287e-05
MGRN1 (23295),19.59408292665092,-0.18110687138387335,0.03638340916572092,-4.977732310871666,6.433354496059666e-07,2.947265337863545e-06
GLB1 (2720),41.165973209488364,-0.18111438613328068,0.04022197944471725,-4.502871033043308,6.704157012266127e-06,2.5410995706026265e-05
EIF4A1 (1973),801.3884532824712,-0.18126436449159458,0.02664752379420075,-6.8022967496530695,1.0296422728208906e-11,1.084253893703976e-10
TMEM81 (388730),2.128659917153701,-0.18131176886819567,0.05973332743199986,-3.0353535733397767,0.002402538522140386,0.005419032374162404
RPS4X (6191),1521.0354463598376,-0.18138398618818477,0.03545913411360152,-5.115296544102834,3.1324843156955835e-07,1.5175317379417695e-06
ATP5PD (10476),454.6471235126561,-0.1813915776473397,0.034507733323952905,-5.256548610262677,1.4678399183343904e-07,7.574150072871795e-07
COPS4 (51138),33.354352851495044,-0.18143116945389257,0.025479922956749106,-7.120554083380193,1.0749404171036403e-12,1.3810399947206018e-11
RBX1 (9978),75.05879930775947,-0.18151164922889415,0.028441831516601877,-6.381855160169393,1.749554031045466e-10,1.4851895393322956e-09
NDUFA11 (126328),242.54367223689226,-0.1815499433050625,0.02946311096015675,-6.161940724812605,7.185875189485831e-10,5.550129176239816e-09
MSH6 (2956),40.513201950513285,-0.18165046134710466,0.04185828965203685,-4.339653217012546,1.4270773862069376e-05,5.083943031901958e-05
ATXN10 (25814),85.62611079216052,-0.1817090150429588,0.03221536372699953,-5.640445862502227,1.6961039169419197e-08,1.0220711829767746e-07
RPL36A (6173),1896.7313710294573,-0.18176619190917895,0.045322581277877166,-4.010499551972839,6.059041541219556e-05,0.00018981464796459673
SNTB2 (6645),6.0706896622623185,-0.18180310591308924,0.04673236788673788,-3.8903037473665636,0.00010011882062837105,0.0003003374097784284
ARL8A (127829),20.54313915924643,-0.18183698438570334,0.03597591093661422,-5.054409454873319,4.3172451319114343e-07,2.0419157593594913e-06
NPHP3 (27031),7.563217501532937,-0.18197805005902393,0.04413630743980333,-4.123091862798453,3.7382052779937114e-05,0.000122437290675863
CRYZL1 (9946),23.106452470451387,-0.18201944133701398,0.028391432162669462,-6.411069378047882,1.4450241371059e-10,1.2461356946027028e-09
ST13 (6767),179.00271992082222,-0.1821783163201061,0.026062630937594797,-6.990020184697382,2.7484669855645914e-12,3.216542951777299e-11
SNU13 (4809),153.2111015734995,-0.18221527821452296,0.028424933270340853,-6.410403024750458,1.451354488358108e-10,1.2509104513109468e-09
NPIPA1 (9284),42.957411069660836,-0.18224258355448766,0.04293872455205477,-4.244247714753482,2.1932796449646857e-05,7.531008565284972e-05
NARS1 (4677),126.40373721985203,-0.18224338669967108,0.030862002771790645,-5.905105642277055,3.5242084332168152e-09,2.3987746865816007e-08
PON2 (5445),83.43437323680428,-0.1826263810329682,0.07324489563650147,-2.493366663245768,0.012653810031197936,0.02439758577933027
PPP1R15A (23645),63.090803054862384,-0.18263286049172947,0.058623787341423296,-3.115337114405127,0.0018373479304731742,0.004241316851073234
ANKRD39 (51239),14.042790381210043,-0.1826664831168094,0.03906993279653019,-4.675372339852913,2.9342075970648926e-06,1.195524646165184e-05
NDEL1 (81565),27.428178539862547,-0.18269606296104163,0.03732395757242037,-4.894873824849711,9.836882095393803e-07,4.357083713171899e-06
CSRNP2 (81566),10.664514859835647,-0.18285870387387182,0.038044161361107234,-4.806485340502454,1.5360674066055605e-06,6.572900813716084e-06
ZNF217 (7764),26.810558217951584,-0.18293202125224303,0.05234319545458627,-3.494857730093257,0.0004743145116711467,0.0012414235367730296
RHOG (391),36.568269585939966,-0.18294817015603138,0.04452972328366929,-4.108450640723503,3.983223101996375e-05,0.0001296813595102439
FEM1C (56929),6.247304549820193,-0.18296817285755623,0.0387155325195385,-4.7259629649990735,2.2902739117449128e-06,9.491029953929234e-06
AP4E1 (23431),5.089891154394443,-0.18298860241419201,0.036454877264274044,-5.019591784321318,5.178139971610553e-07,2.4121808071060505e-06
RPP14 (11102),7.671653299531577,-0.18311792707386151,0.028322969346438378,-6.465350607629303,1.0106420579709186e-10,8.960495726576806e-10
COX14 (84987),98.23593200461683,-0.18315383497171783,0.032506999652092666,-5.634289135630121,1.7578189240742752e-08,1.0556288578707381e-07
TTC3 (7267),47.09753181347621,-0.1831951899973187,0.04140483075273431,-4.4244883185573896,9.667113418946768e-06,3.5530980633312394e-05
COMMD3 (23412),59.189600464120204,-0.18337400271626356,0.043984887338509845,-4.169022903366974,3.059082510129732e-05,0.00010208166107045955
PHTF2 (57157),17.63698617633326,-0.18342620806758772,0.04000463469638861,-4.585123935256091,4.537172245508419e-06,1.779203564134197e-05
HPS1 (3257),27.85280001129342,-0.18351234817989143,0.044719489705431374,-4.103632429365648,4.0671346866664505e-05,0.000132031118617401
GRK4 (2868),2.125524809854305,-0.18359413873966526,0.06325989315424034,-2.902220183837899,0.003705280097334668,0.008018950501700125
WDR19 (57728),11.879154025304123,-0.1836312489481324,0.04677223159206016,-3.926074140522831,8.634355158934212e-05,0.00026210663340157697
GNAQ (2776),13.91482361880488,-0.18366330757487215,0.052063724046459696,-3.527663664838458,0.00041924449187650647,0.0011094460584088043
CDK5 (1020),30.36090243780699,-0.18369447252076895,0.03798466103180087,-4.836017158794162,1.3246649201527925e-06,5.725806910142205e-06
COX7A2 (1347),523.8111613241671,-0.1837324294271418,0.04304175104323982,-4.2687024801236335,1.9661330564937447e-05,6.820889415177683e-05
TMTC3 (160418),6.870926304236682,-0.18375970572635214,0.05411260960307719,-3.395875879471582,0.0006840937345372142,0.0017329348595925833
MAPK8IP3 (23162),34.93282628499213,-0.18390107811128642,0.06012563297249254,-3.058613589904677,0.0022236376174725398,0.0050472891867296065
MFAP3 (4238),14.976302752220958,-0.18420065132799357,0.033522784496059055,-5.494789710850189,3.911762596402322e-08,2.2342400568726887e-07
CFAP36 (112942),35.83465431997874,-0.1842451117482498,0.036752690877529096,-5.013105363147678,5.355854962732743e-07,2.488349473401679e-06
PIGC (5279),30.68697366004561,-0.18430297898301956,0.03409453256119521,-5.405646159020361,6.45751672687336e-08,3.530915493667417e-07
NPM1 (4869),1606.9291709455454,-0.1843864513214234,0.030645504149163148,-6.016753727527061,1.779494873992054e-09,1.277411529763695e-08
MTHFD1L (25902),30.309751061296865,-0.18464119469973253,0.03813481108804959,-4.841801740499352,1.2866710749990781e-06,5.578405617790283e-06
BBIP1 (92482),20.74040834426116,-0.184652026879403,0.03417867805555594,-5.402550285276079,6.570003093865339e-08,3.5862025197954715e-07
CNDP2 (55748),99.29576935328906,-0.18471584701705349,0.04271924096014315,-4.323949650448904,1.5326028894585277e-05,5.44020534776497e-05
LONP2 (83752),19.553315898214517,-0.1848049234050489,0.03019073417094324,-6.121246418144826,9.284618759326372e-10,6.999652325299901e-09
ITSN1 (6453),17.483887009729735,-0.18485112318042426,0.04904158543681854,-3.7692729860573624,0.00016372374373583258,0.0004695181182920984
LSM1 (27257),64.50491277149838,-0.18495617867299557,0.031826990494676556,-5.811299648451891,6.198969110882221e-09,4.04639954716138e-08
LMAN2 (10960),171.32118528734165,-0.185082921392885,0.03424019435870118,-5.40542846965036,6.465364944704196e-08,3.533981032882002e-07
NFIC (4782),18.795124559919913,-0.1851781303430305,0.05798107767594227,-3.1937683424581342,0.0014042875666081397,0.0033319068633369526
UHRF1BP1L (23074),8.836421489752377,-0.18525688226644776,0.03501626823629561,-5.2905946749180535,1.2191929035912285e-07,6.393664980775823e-07
ZNF564 (163050),3.129337590524672,-0.18534642932184964,0.043854900729537995,-4.2263561480829335,2.375059842760258e-05,8.098912796935119e-05
GOLM2 (113201),35.738447426037006,-0.18549709333675532,0.0368737489297562,-5.030600324640811,4.889464552758292e-07,2.2912461120595042e-06
KPNA3 (3839),21.52544896396487,-0.18557408550503374,0.031222456207803926,-5.9436094415483645,2.7881345200731896e-09,1.9294184624422196e-08
FBXL17 (64839),7.420511408423573,-0.18563383073633907,0.04138251518243979,-4.48580348289489,7.2639670652186324e-06,2.7335683174052643e-05
MAD2L1BP (9587),32.057202373932725,-0.18575229920586916,0.03152981877541272,-5.891321498832107,3.8311935327212824e-09,2.5898342559956386e-08
APAF1 (317),8.234844299052268,-0.18584524291563476,0.03808566708980318,-4.879663587811799,1.0626694835447258e-06,4.670176118929205e-06
PRKACA (5566),40.849916384228,-0.18601624532351319,0.0328637314229556,-5.660228990113375,1.5117114296092052e-08,9.204565073912519e-08
KDM2B (84678),17.845978248781915,-0.18601923290249192,0.047826090936056116,-3.8894927279589124,0.00010045397865714756,0.0003011567050941612
TANC1 (85461),11.759713288460256,-0.18604983207991604,0.06285769126133746,-2.959857868568451,0.003077810017894123,0.006787716441253911
DNAJC3 (5611),15.679442536608308,-0.18615603980194928,0.04296062144981204,-4.3331784671556175,1.4697187178524985e-05,5.231123474424653e-05
KIFBP (26128),19.72402307327567,-0.18621636612035192,0.03737268997409987,-4.982685652261159,6.27077773616461e-07,2.8761286072999394e-06
SSR3 (6747),157.6943205056031,-0.18627325217807056,0.041771254426345696,-4.459364573465754,8.220299369348751e-06,3.0641948275813125e-05
HSD17B11 (51170),35.925174091559015,-0.1863554175723511,0.06433072803513076,-2.896833647997628,0.003769495762735298,0.008142276130961803
DCTN4 (51164),25.77326623785832,-0.18638258095284937,0.0297203750059965,-6.271205558989215,3.582632651131314e-10,2.912667411677877e-09
ARMCX6 (54470),33.700033545223235,-0.18650027470727898,0.05242226155102797,-3.5576541184843604,0.00037418156707082494,0.0009982396722464856
TBC1D14 (57533),28.085637119986448,-0.186592488435127,0.03996189968760823,-4.669259717224789,3.022870273460734e-06,1.2272090391664953e-05
WASHC2A (387680),17.857457935996514,-0.18663474733939517,0.03239757033034209,-5.760763706548746,8.37341952012783e-09,5.2990198841949066e-08
NUP107 (57122),59.50951018400388,-0.18665947231415433,0.04182962734506848,-4.462374736794317,8.105631295575708e-06,3.0243117572415492e-05
GNPDA1 (10007),42.5961139109401,-0.1867267952732769,0.045936244794625866,-4.064912056005116,4.805057680497172e-05,0.00015355144795328892
APLF (200558),0.7359071650821583,-0.1870573334984682,0.08388231831998261,-2.229997182301375,0.02574762993872081,0.046018779858729576
PTCD2 (79810),5.5356456421164,-0.1870914380639587,0.03308404522556107,-5.65503513214309,1.558143980610322e-08,9.46534940668251e-08
UBLCP1 (134510),25.447490297355372,-0.18726371233638228,0.03361575489133106,-5.570712689384656,2.5369939811726363e-08,1.4845275842318275e-07
GEMIN8 (54960),10.536467009449913,-0.18735123376456556,0.041431352587807516,-4.521967593684102,6.126744115006173e-06,2.339113447056365e-05
SNX11 (29916),14.381201129852045,-0.18761852292129533,0.03384354838027725,-5.543701293172686,2.9614386820340597e-08,1.722025797992804e-07
TBC1D12 (23232),2.4740822450645816,-0.18774503812191332,0.05316853869975343,-3.5311303021157507,0.0004137878521298374,0.0010959260250293609
ESYT1 (23344),58.94841083073902,-0.18784764028077527,0.0345831312533636,-5.431770735407454,5.579758086570985e-08,3.101527026682123e-07
CCDC28B (79140),18.97073893716632,-0.18834384422161027,0.07217996465099868,-2.6093645949022273,0.009071053740893321,0.0181076473561406
NSA2 (10412),123.75879203021661,-0.18858882741069677,0.0296518400216025,-6.360105385477009,2.016153747676621e-10,1.6996068277205483e-09
STARD3NL (83930),42.73898835139123,-0.1887282420358158,0.03802373821244909,-4.963432079753422,6.925826839950713e-07,3.155454748698932e-06
POLR3D (661),20.692608193402155,-0.18875575383722712,0.04049719939143811,-4.660958206337936,3.1474063624629286e-06,1.272524080478728e-05
NOCT (25819),4.695443543700752,-0.18880136881864648,0.04772293679921808,-3.9561976165251402,7.615217325948369e-05,0.00023319014360188438
PGPEP1 (54858),9.006135696878678,-0.1888691222122665,0.05953661158888188,-3.172318967637331,0.0015122681053860757,0.0035607758645714855
NPC1 (4864),35.64803653713157,-0.18928732008500962,0.053042704809077135,-3.5685834794121796,0.0003589164975564168,0.000961398162846929
QKI (9444),40.57632192854128,-0.18940709255687496,0.05777648077631281,-3.2782732698826482,0.0010444423103220695,0.002548697922587787
ATP2B1 (490),24.54618935813954,-0.18970974990575298,0.051052884246168995,-3.715945782632032,0.00020244499344066312,0.0005703919350489033
EPS15 (2060),18.236782757933767,-0.18974915557255617,0.035401367858734566,-5.359938529204019,8.325027410534503e-08,4.4759799488289874e-07
AZIN2 (113451),2.8034638592503525,-0.1897779324211729,0.08577398272533372,-2.2125349248254174,0.026929725810298923,0.04787641791739621
GYS1 (2997),24.631462226286303,-0.18978489149430866,0.038793306209576876,-4.8922071882457026,9.97113961342081e-07,4.4094269534317745e-06
PRCP (5547),80.80056501339342,-0.18979061981804132,0.04875850367652851,-3.892461940119037,9.92320707871384e-05,0.0002979608312168476
RPLP1 (6176),1963.8284546985187,-0.18991572036169668,0.039430216832124644,-4.816502054002611,1.4609666184068652e-06,6.268556824323849e-06
MLLT3 (4300),11.490934659212956,-0.19011104391296313,0.08503982585989625,-2.2355530716416623,0.02538106152348046,0.04544605336848546
GET1 (7485),32.67569613049422,-0.19020753280648006,0.03327498050161363,-5.716232735200436,1.0891154858772851e-08,6.780733222499811e-08
RANGRF (29098),34.32967441779929,-0.1903417447909402,0.03822486442187211,-4.979527008656372,6.373985776032944e-07,2.9217653903280992e-06
MSL3 (10943),16.2407702611274,-0.19043330316175422,0.03835072837516769,-4.965572004235018,6.849887179231194e-07,3.123850034763094e-06
CILK1 (22858),6.057623180021189,-0.19044074201905187,0.05505420080942885,-3.4591500597432354,0.0005418829135947052,0.0014024367509287363
ULK4 (54986),3.208587007341535,-0.19049927384771925,0.05518918659010707,-3.4517499825204374,0.0005569635550696617,0.0014376901067820775
TGOLN2 (10618),57.94612009318348,-0.19076632665819696,0.03729109818404542,-5.1155995920713915,3.1274587614170847e-07,1.5159808483873128e-06
SUCLG2 (8801),35.144847074619925,-0.1910009916950494,0.04531929908238297,-4.214561909879526,2.5026349758820834e-05,8.496992840793703e-05
SOS1 (6654),10.127464715418105,-0.19102191943171595,0.04531036005543021,-4.21585525248597,2.4883333443423987e-05,8.455720379438149e-05
TMEM192 (201931),9.993808079519104,-0.19119108879668925,0.03916402484200016,-4.88180388936054,1.0511977119079162e-06,4.624917870643704e-06
AGK (55750),25.22623155695387,-0.19122809237874733,0.03454258109487952,-5.536010521434206,3.0943898574572627e-08,1.7940405190495143e-07
GABARAPL1 (23710),49.408477773625435,-0.19147130690691844,0.08216889890772952,-2.3302162917131044,0.019794722338842538,0.036377244456693145
SMAD5 (4090),15.213818604606818,-0.19151164965159578,0.030412227156209688,-6.297192529436049,3.0308474461648623e-10,2.489748782769301e-09
FCHSD2 (9873),11.48529170453489,-0.19151947751904294,0.05084548496592101,-3.766695856031428,0.00016542232043852918,0.00047395809876280877
CCDC174 (51244),9.302555675970103,-0.19157510768933564,0.03172183501565361,-6.039218966834676,1.5486197606585674e-09,1.1229274106265712e-08
RPL18 (6141),1844.3079056842826,-0.1915826095356699,0.03829474090691625,-5.002843863113041,5.649069371646446e-07,2.6168654003712776e-06
ROCK1 (6093),17.77066047932526,-0.1917190316650112,0.03495799898446474,-5.48426789960749,4.1518518860259567e-08,2.3602521864880338e-07
GTF2H2 (2966),22.1339884665588,-0.19176719911213777,0.044066094353889904,-4.351808389735581,1.3501923765478059e-05,4.835173244865882e-05
HIGD1A (25994),121.15994881071524,-0.1919065270344052,0.03603322248242409,-5.3258219446792845,1.0049754123483814e-07,5.330562718795386e-07
PCGF5 (84333),20.769451497278745,-0.19201699981111817,0.051809203927685545,-3.706233357284015,0.000210364486986935,0.0005895441373976966
NIPAL3 (57185),14.05076970195812,-0.19216390722074317,0.055420026873679376,-3.467409130976217,0.0005255013826936058,0.0013636220241616463
ZFAT (57623),4.672663068919648,-0.19233587466587249,0.05791761573471319,-3.320852770370433,0.0008974286507087805,0.0022167134518604227
SH3KBP1 (30011),32.57625541804422,-0.19261636337988464,0.06417644340693032,-3.0013561542907854,0.002687799945887226,0.006003184804047355
ELMOD2 (255520),9.934701380002739,-0.1926886889244436,0.034403272885054535,-5.600882496506644,2.1326326908648708e-08,1.2638654789020236e-07
STAT6 (6778),57.81817365189732,-0.19281743353304553,0.06719767943271414,-2.869406133676327,0.004112433751168959,0.008811799055787342
SEC24A (10802),11.338053697665078,-0.1928629175806747,0.03637264821429236,-5.3024161574490645,1.1427995700951863e-07,6.019075316732548e-07
KIF13A (63971),15.362420314966062,-0.19291946145275865,0.06486974978941912,-2.9739510646952683,0.0029399195614206106,0.006511857800510679
IKZF4 (64375),2.0872902886967855,-0.19296193111133852,0.05733079498587813,-3.3657640916870144,0.0007633195935439436,0.0019127277177915637
RPL27A (6157),2683.3634440313617,-0.19302049406123217,0.045515947383221594,-4.240722321697399,2.228016293572367e-05,7.635314967798868e-05
MED11 (400569),18.54851272819377,-0.1932681617528938,0.03403571869956351,-5.678392263694798,1.3596662757589114e-08,8.359508257045039e-08
RAB5A (5868),30.776915452822255,-0.19327330049738284,0.03229467575890398,-5.984680011660911,2.1681568252817095e-09,1.5285699549973555e-08
TMEM150A (129303),8.517536188072727,-0.19337516518401407,0.05216823689033213,-3.706760602059959,0.0002099272090278332,0.0005885348329217324
SLC25A17 (10478),23.792140563340745,-0.19337936113754883,0.0295301580539161,-6.548537965305746,5.8103087096989043e-11,5.334519889324026e-10
ELAC1 (55520),5.702294697834614,-0.19347591211612156,0.04131628336258181,-4.682800493408937,2.8298190768600694e-06,1.1574797075148451e-05
SLC37A3 (84255),26.351754741819803,-0.1944142863173697,0.046621496250353354,-4.170056775384943,3.045237642430876e-05,0.00010168423256784649
COMMD6 (170622),139.82613292688183,-0.19451717048067727,0.03848785914817696,-5.053987797341304,4.326792645602813e-07,2.0458176144355953e-06
ZDHHC17 (23390),14.139673677118376,-0.19466532906112957,0.03613082048072516,-5.387791543925176,7.13287125049188e-08,3.866663768664168e-07
RBM6 (10180),43.087577695048864,-0.19472274459023795,0.035970367795774894,-5.413421005195009,6.183187906605932e-08,3.3997828447762793e-07
GANC (2595),10.209813380155325,-0.19475991284104663,0.035894064098537876,-5.425964368548059,5.764245822453043e-08,3.1939392318154573e-07
P2RX4 (5025),13.787197015822509,-0.19505544379214013,0.051915056992370145,-3.7572036918076974,0.0001718226334103729,0.0004901577982412447
NDUFB8 (4714),221.79914876511066,-0.19523275080133423,0.029333656902161873,-6.6555885429663455,2.8216862123117406e-11,2.7188912867287456e-10
YBEY (54059),18.672123787910508,-0.1952962256142411,0.044682052456216356,-4.37079800229881,1.2379327592573634e-05,4.4697141587111944e-05
QARS1 (5859),132.55346316921046,-0.19529891287056506,0.02997910355815583,-6.514501425691693,7.293148929213328e-11,6.599839249145746e-10
SNRNP27 (11017),49.97498047913577,-0.19553851187578297,0.026546544577993828,-7.365874353300115,1.7598952300696167e-13,2.554602984053171e-12
CCDC71 (64925),12.050263161737101,-0.19556579928451445,0.029427512562499984,-6.6456788989269695,3.018226126210824e-11,2.890602469841278e-10
PPFIBP1 (8496),32.482474251411645,-0.19575672806408534,0.06660690322760414,-2.938985579244843,0.0032928839482827526,0.007214596603298027
PIGF (5281),22.03913219479805,-0.19592876184981578,0.028660170731177416,-6.836273366532268,8.127977785993649e-12,8.746036984191391e-11
HADHA (3030),100.17371997394748,-0.19593788347291208,0.027884403922288418,-7.026791177569194,2.1133728980040778e-12,2.5334760733183484e-11
UROS (7390),36.44774690677212,-0.19604187313825164,0.031664949207673786,-6.191131773258687,5.973374429769084e-10,4.680132927976135e-09
RNF130 (55819),30.57360904519103,-0.19607705106525683,0.06464967654380276,-3.0329161961453392,0.0024220285169856107,0.00546143005889875
SOCS6 (9306),8.71445138884045,-0.19630985376611929,0.05418285308614646,-3.623099238683539,0.0002910940742346033,0.0007913100510836845
POMGNT1 (55624),39.86501475656875,-0.196600555830368,0.03648567589075028,-5.388431241319267,7.107534456596196e-08,3.8542543231435307e-07
EEF1AKMT1 (221143),6.222428357674774,-0.1970074833802458,0.04292303978472659,-4.589784049971862,4.437048153104847e-06,1.745628096326247e-05
TMEM140 (55281),10.206596174517397,-0.19714637759391837,0.04814901403803036,-4.094504976533951,4.2307132716185406e-05,0.00013680614272830203
MAPKAPK2 (9261),37.95216883678443,-0.19734372890295437,0.03634246219705653,-5.430114443895267,5.631792485449797e-08,3.123184864600039e-07
STIMATE (375346),5.938347560351031,-0.19735072158302952,0.03762238751493322,-5.24556612747387,1.5580316383445998e-07,8.008089581631649e-07
RNF11 (26994),49.16995027775057,-0.19739550126235986,0.0434350277494417,-4.544615520935108,5.503561771589746e-06,2.1253833357996266e-05
LMAN1 (3998),59.93709256622703,-0.19762929975426313,0.04183519380217199,-4.723996276646928,2.3125465183999815e-06,9.575777072775757e-06
MORF4L1 (10933),412.5261097686198,-0.1977214102695812,0.03024425574093671,-6.537486389587628,6.256133611496127e-11,5.727159712637918e-10
DYNC2LI1 (51626),15.607597311535617,-0.19784121449728131,0.03914671146572035,-5.053839954615988,4.3301450417257075e-07,2.046523724862957e-06
C18orf32 (497661),3.8383048695415396,-0.19796216668145017,0.05589971896330376,-3.541380356695631,0.000398039331321451,0.0010569503764227028
SRGAP1 (57522),3.608415670885476,-0.19799650967212074,0.07330815950756571,-2.700879561049226,0.006915637661694042,0.014150845288025037
EPB41L2 (2037),40.49333834633587,-0.198001138880223,0.07571378125245817,-2.6151268052511187,0.008919433447332217,0.0178275578627799
CGGBP1 (8545),37.39274617306777,-0.1980670292849184,0.03154748348710195,-6.278378095225796,3.4212311729050574e-10,2.787198357089164e-09
STK17A (9263),29.183698022237603,-0.19812644747620012,0.06004805454723456,-3.299464886416118,0.0009686934534454299,0.0023756197262155814
CPEB4 (80315),8.81102814419816,-0.19815202786445377,0.06142504809232738,-3.225915713840605,0.001255703302556203,0.0030097167190962417
PAPSS1 (9061),38.78031821655724,-0.19829504854819446,0.03798743595475005,-5.220016659834582,1.7890703624460715e-07,9.07429382033458e-07
LPP (4026),8.139172405545665,-0.19839877025454372,0.06085618365499446,-3.2601250742127528,0.001113630930216499,0.0027007862264512455
ANKRD50 (57182),5.611700154575889,-0.1985124884092654,0.05384556612472074,-3.6867007387285584,0.0002271802500698298,0.0006323185246926853
PPP4R2 (151987),21.768910581341675,-0.19867008413434056,0.028071070784770776,-7.077396001656047,1.4688834745468537e-12,1.8304726555538818e-11
SAR1A (56681),38.73739699006345,-0.19874572980598554,0.029853678702056536,-6.657327955777005,2.7885051431183497e-11,2.69185517918663e-10
TAOK3 (51347),18.266736682607988,-0.19877048636648853,0.051821040876991846,-3.8357100321144095,0.0001252020568456164,0.00036774459178578285
